MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Texarkana, TX",-4.512532027883941,-4.883272649389591,-6.501910937432903,-6.501910937432903,-4.482472337928171,-1.5588096362777515,-0.8781323623902335,-2.3557492735574925,-2.3557492735574925,-1.5480740327221196,138681,139722,1672.233042857143,1621.5548111969113,4669,85.5234735467474,86.16544999602425,45500,"Texarkana, TX-AR",Texarkana,TX-AR,0.23841801,0.25641912,0.29689381,0.31172878,TX,130147.61797873642,-94.037102,33.426701
"Toledo, OH",-2.7623676163217357,-3.3333333333333335,-3.296455070336664,-3.296455070336664,-2.1262573763158774,-1.0690981911609967,-0.9740840035746202,-1.3240039287289096,-1.3240039287289096,-0.7905213843516244,635691,628193,1540.9027351351351,1515.6512787644788,22380,419.4177175888371,414.4706693429424,45780,"Toledo, OH",Toledo,OH,0.25834081,0.31394958,0.30763268,0.35740691,OH,129293.36576876829,-83.536598,41.654099
"Topeka, KS",-3.826468669805796,-1.8327429539504083,-5.245885248789499,-5.245885248789499,-3.552707380128263,-1.601622571261254,-0.5698444478669337,-2.2526983341030387,-2.2526983341030387,-1.462123340173398,211650,210037,2517.3550675675674,2472.009136679537,6493,85.61861558662905,84.96610990771937,45820,"Topeka, KS",Topeka,KS,0.32149363,0.39753208,0.37747237,0.44099402,KS,130264.84774779416,-95.675499,39.050999
"Trenton, NJ",-1.7842362856440974,-4.923687160472536,-1.882537462915021,-1.882537462915021,-1.685217029800261,-0.528354655227801,0.35353970854531347,-0.6428314971938245,-0.6428314971938245,-0.493584534855156,267880,264595,134.3674069498069,131.29158108108106,11597,2040.344078380523,2015.3234336982769,45940,"Trenton, NJ",Trenton,NJ,0.42696351,0.54826015,0.49445292,0.60267299,NJ,274314.17399192794,-74.759697,40.219101
"Tucson, AZ",0.26421434183345877,1.8264446170218884,-0.022513605602656743,-0.022513605602656743,-1.3441494370060083,-0.0886184749006632,0.5033508787068197,-0.24149560087223573,-0.24149560087223573,-0.4758114641946488,937014,974966,2845.224657915058,2844.0894845559847,34767,329.4600978936095,342.8042631198049,46060,"Tucson, AZ",Tucson,AZ,0.3300246,0.40594903,0.37286454,0.4464902,AZ,228572.2942994275,-110.97,32.2211
"Tulsa, OK",-1.2814162635240784,-1.4809060839931842,-1.904106282728007,-1.904106282728007,-1.292959608785535,-0.5582781526450001,-0.5262102836524005,-0.824509670175144,-0.824509670175144,-0.5407532557480612,904929,952930,5940.797357142857,5786.523571428572,39908,156.38560680339404,164.68091562007436,46140,"Tulsa, OK",Tulsa,OK,0.29516971,0.38411924,0.35133934,0.43774456,OK,156122.21310151057,-95.990799,36.1521
"Tuscaloosa, AL",-2.5823347020866505,-2.40858966918166,-2.94862984999581,-2.94862984999581,-2.42981647532054,-0.9176233973016005,-0.4933255948926291,-1.1330344423028578,-1.1330344423028578,-0.8627335959105004,227994,238660,3312.2395583011585,3255.527340926641,6892,70.0328936371656,73.30916776514269,46220,"Tuscaloosa, AL",Tuscaloosa,AL,0.22178003,0.2819863,0.26611057,0.30648509,AL,157987.34590484062,-87.565498,33.209599
"Tyler, TX",0.2495160437505189,-0.5499999999999999,0.24671936655261462,0.24671936655261462,0.2547598134965894,-0.3063235493329488,-0.31,-0.40765939967576026,-0.40765939967576026,-0.2412134083192407,212561,228843,991.9320247104248,962.8508042471044,10000,220.76213579757132,237.67233614032497,46340,"Tyler, TX",Tyler,TX,0.2638205,0.31061065,0.32635415,0.36476904,TX,177183.7726502554,-95.302399,32.350899
"Utica, NY",-2.2384099570649814,-3.1701346389228884,-2.609758903357244,-2.609758903357244,-1.3218196729219933,-0.9284651380266219,-0.3182374541003672,-1.0639126901368205,-1.0639126901368205,-0.49503297127398627,276277,269477,2698.7693316602317,2637.4638532818535,8170,104.751009063583,102.17277467696246,46540,"Utica-Rome, NY",Utica-Rome,NY,0.30828804,0.35758936,0.3710514,0.40434927,NY,133799.13849260405,-75.231598,43.102001
"Valdosta, GA",-0.896532131790884,-1.596958174904943,-1.2844788287603808,-1.2844788287603808,-0.931547756687654,-0.9546712825628795,-0.6463878326996197,-1.232549996366303,-1.232549996366303,-0.8846400327693396,146575,151361,1641.8811706563706,1607.8071922779925,5260,91.1645380764393,94.1412631607568,46660,"Valdosta, GA",Valdosta,GA,0.21128754,0.28460109,0.28307438,0.34262639,GA,129894.27622851674,-83.277791,30.832668
"Vallejo, CA",-1.3675318055349064,-2.920809659090909,-1.8081101459125375,-1.8081101459125375,-1.5393029331181105,-0.4900919652528513,-0.7279829545454545,-0.6382877046917146,-0.6382877046917146,-0.5442516407195803,353779,376664,433.9128988416989,422.70539305019304,11264,836.9398777885747,891.0792390937723,46700,"Vallejo-Fairfield, CA",Vallejo-Fairfield,CA,0.24401052,0.30841136,0.30010083,0.35476646,CA,453588.1787432024,-122.259,38.1017
"Victoria, TX",-1.984276103951605,-5.035266457680251,-2.492686988365496,-2.492686988365496,-2.0741690429349307,-1.007243013034476,-1.3518808777429467,-1.256290663660411,-1.256290663660411,-1.0278741793585182,129095,135717,3122.7531478764477,2884.533925482626,5104,44.75419715453702,47.04988864961695,47020,"Victoria, TX",Victoria,TX,0.25128824,0.26470685,0.31288674,0.33172381,TX,164452.83799298026,-97.004898,28.796499
"Vineland, NJ",0.19343777019006728,3.0303030303030303,-0.09115022201380443,-0.09115022201380443,0.09818432274798869,-0.5422119315933703,-2.066115702479339,-0.745614677823532,-0.745614677823532,-0.5480736822051906,69603,68239,304.4042698841699,288.7729003861004,1452,241.03023485561883,236.30679994127513,47220,"Vineland-Bridgeton, NJ",Vineland-Bridgeton,NJ,0.22530302,0.23147467,0.27818686,0.2830539,NJ,150445.81423679326,-75.022367,39.487134
"Virginia Beach, VA",-1.5941558924612798,-1.902148492313449,-2.1543510927945486,-2.1543510927945486,-1.658012586850758,-0.5593560769493996,-0.47241884686145497,-0.7412256557511196,-0.7412256557511196,-0.5312662728936366,1634069,1680325,3043.747148648649,2514.501953667954,64138,649.8579162431555,668.2536068619381,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach-Norfolk-Newport News,VA-NC,0.30519652,0.39614105,0.34641182,0.42769811,VA,246672.9063161683,-76.057344,36.750525
"Visalia, CA",-1.4155710464837525,-2.6746940386893012,-1.7058300938700108,-1.7058300938700108,-1.416276129189954,-0.31188158370976915,-1.233714962495065,-0.3824368598436596,-0.3824368598436596,-0.32363296214645976,408717,425482,2901.0995691119692,2891.3355247104246,10132,141.35924264304612,147.15760117207884,47300,"Visalia-Porterville, CA",Visalia-Porterville,CA,0.21882217,0.27207389,0.26936284,0.32376823,CA,233237.55132691143,-119.295,36.330502
"Waco, TX",-1.9423530432125025,-1.8800688129761611,-2.369522031644289,-2.369522031644289,-1.807301066786713,-0.6232215058914876,-0.5406733841238633,-0.693762415902267,-0.693762415902267,-0.5554890161855871,225376,242129,1161.3203637065635,1135.8054525096525,8138,198.4283483602001,213.1782335302201,47380,"Waco, TX",Waco,TX,0.29967549,0.3680484,0.3473382,0.40433186,TX,162214.57790333702,-97.133598,31.5543
"Warner Robins, GA",0.47888279136073303,-2.608929532006455,0.5235185428676221,0.5235185428676221,0.41314021162190406,-0.020068787499221467,0.080688542227003765,-0.19625890119928302,-0.19625890119928302,0.008304325861746816,132758,144503,572.4784606177607,565.5239424710425,3718,234.75221830558985,255.52056977216176,47580,"Warner Robins, GA",Warner Robins,GA,0.33585522,0.45605308,0.35000509,0.44824097,GA,153675.14279991225,-83.606934,32.619171
"Waterloo, IA",-4.7920491232512505,-1.8936524768974399,-5.8341246228186785,-5.8341246228186785,-3.376168470806693,-1.8695532907092065,0.2726859566732313,-2.2719503703234794,-2.2719503703234794,-1.3742060728830368,188067,189564,2265.6334552123553,2255.3196034749035,6601,83.38818130709019,84.05194532425809,47940,"Waterloo-Cedar Falls, IA",Waterloo-Cedar Falls,IA,0.26490468,0.3123852,0.30636242,0.34740162,IA,147790.58561553466,-92.3368,42.5014
"Wausau, WI",-3.178618416590937,-3.4048348655090233,-3.6705684484652843,-3.6705684484652843,-2.526889741885605,-1.8758392447814232,-0.9703779366700716,-2.2304583124228574,-2.2304583124228574,-1.544210397818981,147355,147454,1975.0348795366797,1963.488327799228,5874,75.0475558798776,75.09797634767381,48140,"Wausau, WI",Wausau,WI,0.26594284,0.32284588,0.30669415,0.36500844,WI,165293.0151893561,-89.628502,44.962502
"Wenatchee, WA",0.06191173394687304,0.1744287458573173,-0.18297427316460985,-0.18297427316460985,1.1562434637105208,-0.25852332148086177,-0.191871620443049,-0.4496967161681657,-0.4496967161681657,0.18406191173394687,112630,119525,4240.920864478764,4138.098413513513,5733,27.21781570786033,28.884039975867935,48300,"Wenatchee, WA",Wenatchee,WA,0.19896594,0.22785683,0.24785352,0.26920587,WA,358027.92688464443,-120.31249,47.422198
"Wichita Falls, TX",-21.313679566774475,-2.912794853466762,-22.386767785667374,-22.386767785667374,-21.234990148332653,-10.396297260121194,-0.17869907076483202,-10.689059072827986,-10.689059072827986,-10.169523030595933,162002,161394,3104.7908633204634,3044.722001930502,5596,53.207484918913075,53.00779509514115,48660,"Wichita Falls, TX",Wichita Falls,TX,0.27085584,0.31141201,0.31768787,0.35766387,TX,107369.85651069209,-98.4916,33.906799
"Wichita, KS",-7.065653667381129,-7.612472160356347,-9.31421452499718,-9.31421452499718,-7.008104321269225,-3.268541271219277,-2.2316258351893095,-4.372720302003272,-4.372720302003272,-3.2168776536870003,596187,611649,4098.489037065637,4067.984588416988,22450,146.55586496014718,150.3567643155739,48620,"Wichita, KS",Wichita,KS,0.29718778,0.36983702,0.33535591,0.3976042,KS,138907.4661085112,-97.337502,37.686901
"Williamsport, PA",-1.3564028623304498,-3.225806451612903,-1.7193207305350848,-1.7193207305350848,-0.8362704261454662,-0.783936772402008,-0.498533724340176,-0.9801345722524831,-0.9801345722524831,-0.5906226636761722,95335,93630,1200.9865366795366,1188.7917984555984,3410,80.19486685881672,78.76063758316474,48700,"Williamsport, PA",Williamsport,PA,0.2386073,0.2954084,0.29523155,0.35392398,PA,166561.71293540602,-77.006018,41.240057
"Wilmington, NC",4.843525047067075,4.0751561555510785,5.818621026985123,5.818621026985123,4.003931485104655,0.7862970209310052,0.36268386056820473,0.9785798663664217,0.9785798663664217,0.6840876370482484,377018,433424,2205.592268725869,2121.859474131274,19852,177.6828317786491,204.26611907343735,48900,"Wilmington, NC",Wilmington,NC,0.26419732,0.35331386,0.31352213,0.40209645,NC,264449.52343992074,-77.9487,34.2281
"Winchester, VA",-0.12833582116721887,-2.545378677237638,-0.37035351512724357,-0.37035351512724357,-0.2921687843594131,-0.02184439509229257,0.08345503859795535,0.005552117085957675,0.005552117085957675,-0.033676775767284374,104919,109868,1065.9007633204633,1060.7568764478765,4793,98.909563849672125,103.57510042066524,49020,"Winchester, VA-WV",Winchester,VA-WV,0.23115605,0.29355648,0.27867803,0.34275076,VA,250357.32917938175,-78.164154,39.183908
"Winston, NC",-1.2786829017321213,-3.6008937779305605,-1.6794031898473676,-1.6794031898473676,-1.3551706396844452,-0.7418967587034814,-1.0484702646957718,-0.975338706911336,-0.975338706911336,-0.7528725776024696,282312,291550,769.5516791505792,758.2967737451737,11636,372.2975090684893,384.4800744173753,49180,"Winston-Salem, NC",Winston-Salem,NC,0.26187831,0.35168767,0.30600369,0.38887295,NC,168826.387406048,-80.246803,36.097599
"Worcester, MA",-1.7736442327684632,-2.4138771813716953,-2.1309872803919108,-2.1309872803919108,-1.4352571826694276,-0.6319071143962229,-0.6060817165348845,-0.7637722799845823,-0.7637722799845823,-0.4846607192579073,796645,822431,1524.656755984556,1472.229376061776,28709,541.1147290995042,558.6296628586564,79600,"Worcester, MA-CT",Worcester,MA-CT,0.31928214,0.38053605,0.36986655,0.42283213,MA,296889.09774769587,-71.800301,42.263802
"Yakima, WA",-2.238712183529842,-1.1075652337150366,-2.7716844895347776,-2.7716844895347776,-2.0062151540078603,-0.7054885293848826,-0.3379012577435705,-0.9844278402339822,-0.9844278402339822,-0.6437939859245042,172584,175056,1779.1571092664094,1775.9326146718147,5327,97.17936287345724,98.57130757877864,49420,"Yakima, WA",Yakima,WA,0.23297589,0.25739917,0.29090744,0.30790058,WA,228145.3850196948,-120.505,46.599098
"York, PA",-1.289366352425013,-1.105583195135434,-1.855618893164103,-1.855618893164103,-0.9349382838700323,-0.4980788387647645,-0.055279159756771695,-0.6419175632533274,-0.6419175632533274,-0.3847692592721873,364729,372431,763.5306579150579,758.8796687258688,10854,480.6150632713176,490.764234895498,49620,"York-Hanover, PA",York-Hanover,PA,0.25058788,0.32871148,0.29218242,0.36305711,PA,192980.34750481337,-76.726997,39.961601
"Youngstown, OH",-1.7261798888546651,-2.034517510707987,-2.265963584935946,-2.265963584935946,-1.0442108551076097,-1.1552694254888096,0.03779289493575208,-1.535536573409281,-1.535536573409281,-0.8808766685899466,480949,461018,1134.1138328185327,1101.1170571428572,15876,436.7828078587311,418.68209833769583,49660,"Youngstown-Warren-Boardman, OH-PA",Youngstown-Warren-Boardman,OH-PA,0.24041753,0.28764063,0.28898236,0.32354,OH,101142.3991644694,-80.648598,41.099998
"Yuba City, CA",-0.68758686270207,-3.2677760968229954,-0.8610196766878794,-0.8610196766878794,-0.7907248921073806,-0.2238314680710994,-1.059001512859304,-0.3024650720503255,-0.3024650720503255,-0.2757662204666813,133002,136710,848.3279277992278,835.141283011583,3305,159.2568858773029,163.69685319232852,49700,"Yuba City, CA",Yuba City,CA,0.24950467,0.29240558,0.31410834,0.35860741,CA,298569.2742420961,-121.638012,39.145427
"Yuma, AZ",5.671698925760222,11.15128449096099,7.064861114434051,7.064861114434051,-1.66806230112209,2.111634806325813,4.83349191246432,2.5451108931263007,2.5451108931263007,-0.5909515036964376,195038,208985,2015.654116216216,2010.5906996138997,5255,97.00532288220262,103.94209027234238,49740,"Yuma, AZ",Yuma,AZ,0.24496481,0.27326667,0.28302735,0.31503668,AZ,168880.11043669353,-114.620827,32.722265
